nrg_prc,nrg_cons,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
TAX_CAP,MWH500-1999,EUR,IE	0.0027 	0.0034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,ME	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,PL	0.0060 	0.0070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,PT	0.0127 	0.0090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,EUR,UK	0.0017 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,BE	0.0010 	0.0008 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,CY	0.0066 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,FR	0.0021 	0.0025 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,IE	0.0027 	0.0034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,ME	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,PL	0.0256 	0.0299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,PT	0.0127 	0.0090 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,NAT,UK	0.0015 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,BE	0.0009 	0.0007 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,CY	0.0074 	0.0076 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,FR	0.0019 	0.0023 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,IE	0.0024 	0.0030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,LT	0.0035 	0.0054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,ME	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,PL	0.0104 	0.0121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,PT	0.0156 	0.0113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,SK	0.0174 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH500-1999,PPS,UK	0.0015 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,BE	0.0009 	0.0007 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,CY	0.0065 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,EA	0.0015 	0.0012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,EU28	0.0019 	0.0017 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,FR	0.0004 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,IE	0.0021 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,PL	0.0052 	0.0058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,PT	0.0056 	0.0024 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,EUR,UK	0.0011 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,BE	0.0009 	0.0007 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,CY	0.0065 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,FR	0.0004 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,IE	0.0021 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,PL	0.0225 	0.0248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,PT	0.0056 	0.0024 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,NAT,UK	0.0010 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,BE	0.0008 	0.0006 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,CY	0.0073 	0.0076 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,FR	0.0004 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,IE	0.0019 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,LT	0.0035 	0.0054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,PL	0.0091 	0.0100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,PT	0.0069 	0.0030 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,SK	0.0174 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH70000-149999,PPS,UK	0.0010 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,BE	0.0010 	0.0007 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,EA	0.0012 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,EU28	0.0017 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,FI	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,FR	0.0002 	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,IE	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,LT	0.0022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,ME	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,PL	0.0056 	0.0058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,PT	0.0043 	0.0020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,EUR,UK	0.0009 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,BE	0.0010 	0.0007 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,FI	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,FR	0.0002 	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,IE	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,LT	0.0022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,ME	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,PL	0.0239 	0.0247 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,PT	0.0043 	0.0020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,NAT,UK	0.0008 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,BE	0.0009 	0.0006 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,FI	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,FR	0.0002 	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,IE	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,LT	0.0035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,ME	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,PL	0.0097 	0.0100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,PT	0.0053 	0.0025 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,SK	0.0174 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_GE150000,PPS,UK	0.0008 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,AT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,BE	0.0010 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,CY	0.0066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,DE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,EA	0.0012 	0.0023 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,EU28	0.0014 	0.0019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,FR	0.0021 	0.0022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,GE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,IE	0.0033 	0.0035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,LT	0.0022 	0.0032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,MD	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,ME	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,PL	0.0063 	0.0070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,PT	0.0152 	0.0113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,RS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,UA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,UK	0.0012 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,EUR,XK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,AT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,BE	0.0010 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,CY	0.0066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,DE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,FR	0.0021 	0.0022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,GE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,IE	0.0033 	0.0035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,LT	0.0022 	0.0032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,MD	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,ME	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,PL	0.0270 	0.0298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,PT	0.0152 	0.0113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,RS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,UA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,UK	0.0011 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,NAT,XK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
